Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
1	00:21:28.00	IV	man sagt ja heute sehr oft, die Nachbarschaft wäre früher besser gewesen, als (???) als heute.								
1	00:21:36.00	IV	Haben Sie das auch so in Erinnerung, half man sich früher gegenseitig, oder war (???)								
1	00:21:40.00	HH	Ja, sagen wir, wir hatten eine sehr gute Nachbarschaft, auf der gleichen Etage, da wohnte auch einer, der war bei Krupp beschäftigt, weiß aber jetzt nicht, was der machte, (???) Schlosser (???), der war aber früher Metzger, und dann wurde immer so ab und zu äh Fleisch gekauft oder ein halbes Schwein gekauft, oder so, dann wurde Wurst gemacht.								
1	00:22:00.00	HH	Da wurde dann draußen am Balkon wurde dann so eine Räucherkammer aufgebaut  zu Hause waren und .. äh …								
1	00:22:12.00	HH	als Kinder so, (???) langweilten, was wir noch machen sollten, dann gehen wir doch rüber zum Nachbarn …								
1	00:22:17.00	HH	Aber nie geärgert, oder so.								
1	00:22:18.00	IV	Ja, doch so …								
1	00:22:19.00	HH	Also war immer ein Kommen und Gehen, da wurde zusammen Geburtstag gefeiert, da wurden zusammen, sagen wir ich weiß noch, wie die Oma nebenan starb, da hatte ich aufgebahrt am Bett gesessen, da haben sie mich rausgeholt, da habe ich eigentlich gesehen, dass die Oma schon tot war, ne.								
1	00:22:37.00	HH	Aber wie meine Schwester noch geboren wurde denn war ich beim Nachbarn solange drin.								
1	00:22:44.00	HH	Früher war ja, wurde ja zuhause entbunden								
1	00:22:46.00	IV	Ja …								
1	00:22:47.00	IV	haben die Nachtbars… die, die Frauen aus der Nachbarschaft dabei geholfen, bei der Geburt?								
1	00:22:52.00	HH	Nein, da war ja eine Hebamme immer da .. Hebamme da, dass einzelne geholfen haben, die haben dann natürlich zum Essen geguckt, oder haben …								
1	00:23:00.00	IV	Aber doch, also doch sich drum …		Wohnen, Wohnort, Nachbarschaft, Arbeit, Verwaltung				87580898#87580908#87580909		
1	00:23:01.00	HH	Ja sicher.								
1	00:23:02.00	HH	Dann war´s ja früher so, ich weiß bei meiner Mutter, die haben da nicht lange im Bett gelegen, nicht, dass die ein paar Tage im Bett liegen.								
1	00:23:08.00	HH	Die waren dann meist am andern Tag schon wieder auf oder so.								
1	00:23:10.00	HH	Da wurde gesagt, ja der Pastor …								
1	00:23:11.00	HH	der Pastor hätt ich bald gesagt …								
1	00:23:12.00	HH	der Storch hat die Mutter ins Bein gebissen.								
1	00:23:15.00	HH	Ne, muss ein paar Tage liegen, dann war der Fall schon wieder ausgestanden.								
1	00:23:18.00	IV	Ja. …								
1	00:23:23.00	IV	Und … ähm … gab es denn auch so in der … innerhalb bei Festen oder Ähnliches in der Nachbarschaft so einen Zusammenhalt, gab‘s da auch (was weiß ich ?) vom Schützenverein oder …								
1	00:23:33.00	HH	Ja, früher war das so, die Kinder spielten ja jedes Jahr wenigstens einmal Schützenfest, da war einer ein König, usw. wurde dann mit mehreren Häusern zusammen auf einem Hof gemacht, dann mit Decken Zelt gebaut, da hat man natürlich die ganze Nachbarschaft dran beteiligt.								
1	00:23:50.00	HH	Wurde Kakao gekocht und Kuchen gebacken …								
1	00:23:54.00	HH	(Sicher ?), man kannte sich ja auch alles, (ich mein ?) sagen wir mal so, gegenüber der heutigen Zeit, ich kenne ja nebenan im Nachbarhaus keinen Menschen, einen einzigen, der unten Parterre wohnt.								
1	00:24:02.00	IV	Ach?								
1	00:24:04.00	HH	Und das gabs ja früher sehr wahrscheinlich nicht. (								
1	00:24:06.00	HH	???) die Häuser so erstmal, ging man mit den Kindern zur Schule, und hinterher …								
1	00:24:13.00	HH	jeder kannte jeden, ne?								
1	00:24:14.00	IV	Mm.								
1	00:24:15.00	IV	Obwohl hier, als ich hier hingekommen bin, habe ich mir gedacht, dass es ja hier so, wie son Platz mit in der Mitte zwischen den Häuserzeilen …								
1	00:24:22.00	IV	Eigentlich ist das ja ganz ideal, dass man sich eben kennen lernt.								
1	00:24:25.00	HH	Ja, hier ist ne Kruppsche Siedlung ist das hier.								
1	00:24:27.00	IV	Mm.								
1	00:24:28.00	HH	Von Krupp sollte eigentlich Leute hier hin, die in einer Kruppschen Wohnung wohnten in Hohenhausen so, die sollten dann raus und sollten hier rein.								
1	00:24:35.00	HH	Dabei hat sich das vermischt.								
1	00:24:37.00	HH	Ich glaub, von den 800 Wohnungen, die hier sind, glaube ich, ja wenn da 80 oder 100 Leute bei Krupp waren …								
1	00:24:43.00	HH	Aber doch, seh das so, sagen wir mal sicherlich, wir haben unsere paar Nachbarn hier, die bringen ihren Kleinen, wenn sie den Größeren zum Kindergarten bringen, habe ich hier morgens oder mittags, dann spielt der hier rum.		Freizeit, Sozialleben, Freizeit: Sport, Musik				87580925#87580916#87580942		
1	00:24:56.00	HH	Das ist genau wie früher auch.								
1	00:24:58.00	IV	Aber insgesamt meinen Sie, ist es doch wesentlich weniger geworden, so der Zusammenhalt in der Nachbarschaft?								
1	00:25:03.00	HH	Ja jeder hat ja doch im Grunde genommen andere Interessen heutzutage, nicht?								
1	00:25:08.00	IV	Mm.								
1	00:25:09.00	IV	Vielleicht ist auch nicht mehr so der Zwang da, also der unmittelbare … die Notwendigkeit …								
1	00:25:13.00	HH	Ja, heutzutage kann sich ja jeder … setzt sich vor die Flimmerkiste, hat er ja Unterhaltung.								
1	00:25:16.00	HH	Nicht, früher, was hatten Sie denn da Unterhaltung?								
1	00:25:19.00	HH	Da gab‘s noch kein Radio …								
1	00:25:20.00	HH	Ich weiß noch, wie … wie wir erst noch Gas hatten, nachher elektrisch kam ….								
1	00:25:26.00	HH	Wir haben früher noch die Petroleumlampe angesteckt wurde, das hatten wir doch alle früher.								
1	00:25:30.00	HH	Heutzutage kennt das ja gar keiner mehr.								
1	00:25:32.00	IV	Wenn heute Abend … heute … heutzutage abends Fernsehen geschaut wird, was wurde denn früher so gemacht, abends?								
1	00:25:39.00	HH	Da wurde gespielt, Mensch Ärger dich gespielt, oder irgendein Kartenspiel …								
1	00:25:47.00	IV	Oder Musik gemacht oder?								
1	00:25:49.00	HH	Ja, oder sagen wir mal so, sicherlich, meine Schwester, die hatte eine Mandoline, ich hatte eine Geige oder so, …								
1	00:25:55.00	HH	bei uns wurde sehr viel gesungen, wir haben ja hier heutzutage noch grundsätzlich am meisten, wenn Geburtstag ist, gesungen.								
1	00:26:03.00	HH	Da wird nicht viel über Tante Klärchen erzählt, sondern gesungen.								
1	00:26:08.00	HH	Und das war früher bei uns zuhause auch (viel ?).								
1	00:26:11.00	IV	Mm.								
1	00:26:13.00	HH	Dann wurde ja viel mehr gebacken oder so, wenn irgendein Fest war oder so, wir Kinder, wir backten dann mit, dann war das … ganz was Besonderes.								
1	00:26:21.00	IV	Mm.								
1	00:26:22.00	IV	Eine Frage:								
1	00:26:23.00	IV	erinnern Sie sich eigentlich an Situationen, wo … irgendwie (???) … wo Sie oder ihre Geschwister … oder waren sie oder ihre Geschwister von den Eltern für irgendwas bestraft worden, wenn wenn da was falsch gemacht wurde.								
1	00:26:38.00	IV	Gab‘s da Fälle … (???)								
1	00:26:40.00	IV	Kochlöffel oder so?		Freizeit: Sport, Musik, Familie, Verrauscht 1				87580942#87580893#87580922		
1	00:26:41.00	HH	Ja, ich weiß zum Beispiel, irgendwie auch einer hat mir so eine Schreckschusspistole angedreht, die wollte ich, hatte aber gar kein Geld dafür zu kaufen.								
1	00:26:48.00	HH	Und die hab ich dann oben auf Toilette versteckt und meine Mutter findet die, geht zum Nachbarn und sagt:								
1	00:26:52.00	HH	„Gucken Sie mal, da, mein Sohn, und, da ist ne Pistole“ und so weiter … und ….								
1	00:26:56.00	HH	ja da hab ich natürlich …								
1	00:27:00.00	IV	… Senge …								
1	00:27:00.00	HH	… Senge gekriegt, nicht.								
1	00:27:02.00	IV	War das bei Mädchen und Jungs unterschiedlich?								
1	00:27:09.00	HH	Ich kann mich nicht entsinnen, dass meine Schwester und meine älteste Schwester irgendwie Schläge bekommen hat.								
1	00:27:13.00	IV	Mm.								
1	00:27:13.00	HH	Glaube ich auch nicht.								
1	00:27:14.00	IV	(Nur ?) die Jungs (???) ..								
1	00:27:15.00	HH	Ja, wir Jungs waren natürlich doch …								
1	00:27:18.00	HH	da war ja immer etwas los!								
1	00:27:19.00	IV	[lacht]								
1	00:27:21.00	HH	(???)								
1	00:27:22.00	IV	Ja, das war bei uns auch so.								
1	00:27:24.00	HH	Früher haben wir ‘n paar Spa …								
1	00:27:25.00	HH	Früher haben wir so Spatzen geschossen, haben die gebraten überm … aufm Feuer und so.								
1	00:27:30.00	HH	Das waren ja unsere Spiele, aber heute …								
1	00:27:35.00	HH	Wir haben Indianer gespielt und so …								
1	00:27:38.00	IV	Können Sie sich überhaupt noch an ihre Spielkameraden erinnern und an ihre Spiele?								
1	00:27:43.00	IV	Können Sie dazu ein bisschen was erzählen?								
1	00:27:45.00	HH	Ja, ein Spielkamerad, der hat mich nach dem Krieg noch besucht, den habe ich den ganzen Krieg nirgendwo mehr gesehen, auf einmal, durch Zufall kam der wieder, ja, das ist der einzige, den ich nach dem Krieg noch gesehen hab.								
1	00:27:59.00	IV	Wer war denn so ihr bester Freund, als Sie 10-12 Jahre alt waren?								
1	00:28:03.00	IV	Können Sie sich an den noch erinnern?		Schule, Freizeit: Sport, Musik, Ernährung				87580903#87580942#87580897		
1	00:28:04.00	HH	Ja, der Günther Bauer war das.								
1	00:28:06.00	HH	Das war der (???), der wohnte im Nebenhaus, (und ?) wir beide haben alles zusammen gemacht.								
1	00:28:11.00	HH	Wir sind losgezogen …								
1	00:28:13.00	IV	(???)								
1	00:28:15.00	HH	Ja, wie gesagt, wir haben ja vor allen Dingen erst viel Indianer gespielt, Zelte gebaut, dann wirklich …								
1	00:28:23.00	HH	von der Mutter ein kleines Stück ,Stück Kuchen mitgenommen und so …								
1	00:28:28.00	HH	Wir haben unseren Kram gemacht, da haben wir Fußball gespielt, vor allem was haben wir doch Straßenschlachten gemacht, eine Straße gegen die andere …								
1	00:28:36.00	HH	Da haben wir so, früher gab‘s ja diese großen Margarinedeckel, die Töpfe da, haben Schilder daraus gemacht, und schwer aufeinander draufgehauen, da gab’s auch blaue Flecken.								
1	00:28:51.00	HH	Wie gesagt, Fußball gespielt …								
1	00:28:57.00	IV	Und dann, Sie sind dann in der Volksschule zunächst gewesen, und dann sagten Sie, in der höheren Schule.								
1	00:29:02.00	HH	Dann war ich auf der KO, Realschule …								
1	00:29:06.00	IV	Ehm, und wie lange?								
1	00:29:07.00	HH	Bis zum Einjährigen, und dann bin ich anschließend zur Handelsschule gegangen.								
1	00:29:11.00	IV	Handelsschule, das sagten Sie.								
1	00:29:12.00	IV	Wie verlief denn so ein Tag, als Sie in der Schule waren?								
1	00:29:15.00	HH	Bitte?								
1	00:29:15.00	IV	Können Sie mal schildern, wie so ein Tag verlief?								
1	00:29:18.00	IV	So ein ganz normaler Durchschnittstag, wie der so …								
1	00:29:22.00	HH	Ja früher waren die Schulen ja viel strenger als heutzutage.								
1	00:29:26.00	HH	Wir mussten da durch den Alfredspark gehen, wenn man da einmal über Wiese lief und der Wärter, der schnappte uns, und früher mussten wir ja die Schulmützen noch tragen, damit man direkt feststellen konnte, der ist von dieser Schule und dieser Klasse, sie konnten ja genau sagen, wer das war, ja, da kriegten Sie direkt einen Rüffel vom Direx, und wenn wir mal so Schellemännchen machten, (kippten ?) dabei auf, da konnten Sie von der Schule fliegen, da.								
1	00:29:50.00	IV	Ja.								
1	00:29:50.00	HH	Wegen so Kleinigkeiten.								
1	00:29:52.00	HH	Von wegen da Rauchen usw., wären Sie direkt von der Schule geflogen.								
1	00:29:57.00	HH	Tja, dann hatten wir ja noch Spielturnen einmal in der Woche, und nachmittags wurde dann was sch… äh … aufgabenfrei …								
1	00:30:08.00	HH	dann war, dann war ich auf der Kerkerstrasse hier … ähm …spielen usw., (???), Fußball, je nachdem was da so gerade anfiel.		Schule, Freizeit: Sport, Musik, Jugendorganisationen NS				87580903#87580942#87580917		
1	00:30:16.00	IV	Hmm.								
1	00:30:18.00	IV	Und vom … ist Ihnen noch vom Unterricht … so was ist Ihnen da noch am meisten so in Erinnerung geblieben?								
1	00:30:27.00	IV	Welche Fächer oder welche Stunden?								
1	00:30:30.00	HH	ja, wenn Ferienzeit war, da bleibt am meisten hängen, dann erzählten die Lehrer aus ihren Kriegserlebnissen.								
1	00:30:35.00	IV	Ja, kurz vor den…								
1	00:30:37.00	HH	Kurz vor den Ferien.								
1	00:30:39.00	HH	Dann wurde erzählt.								
1	00:30:42.00	HH	Manche Lehrer, die schwelgten ja richtig in Erinnerung an … und wir haben begeistert zugehört.								
1	00:30:47.00	HH	Ja, oder ein … ähm … das weiß ich, in der … der … Biologie, Zoologieunterricht, wenn man dem einfach … äh … ganz schnell hintereinander etwas erzählte, hatte man schon eine Eins weg.								
1	00:31:04.00	HH	Dann brauchte man bloß noch in zweiten Fach, hatte er einige Fragen, wenn man die einigermaßen noch hinkriegte, „Setzen!“.								
1	00:31:10.00	HH	Oder mit Schwimmen …								
1	00:31:11.00	HH	ich konnte noch gar nicht schwimmen, ich konnte aber vom Drei-Meter-Brett springen …								
1	00:31:15.00	HH	Ich konnte gerade so viel schwimmen, dass ich wieder zu der Stange da kam.								
1	00:31:20.00	HH	Aber wer vom Dreimeterbrett ´nen Köpfer machte, kriegte ´ne Eins im Schwimmen.								
1	00:31:25.00	HH	Machte ich.								
1	00:31:28.00	IV	Nur Schwimmen war (???).								
1	00:31:29.00	HH	Schwimmen, das Schwimmen, ja, ich hab nachher auch Freischwimmerzeugnis gemacht,, aber … äh … zu der Zeit, da konnte ich, habe ich gar nicht dem Mut gehabt, da runter zu springen.								
1	00:31:36.00	HH	Erst mit dem Schwimmgürtel mal probiert, nachher so lange bis man auch ohne Schwimmgürtel man hoch kam, drei Schläge machte, bis man so ran kam, wir haben ja hier am Friedrichsplatz Schwimmunterricht gehabt …								
1	00:31:53.00	IV	Hatten sie einen Lehrer, den Sie besonders mochten, oder einen, den Sie gar nicht mochten?								
1	00:31:59.00	HH	Och … i								
1	00:32:01.00	HH	st das doch zu lange, zu weit her, nicht?								
1	00:32:03.00	IV	Mm.								
1	00:32:05.00	IV	Ja manchen bleibt ja so ein Lehrer das ganze Leben lang in Erinnerung …								
1	00:32:07.00	HH	Ja, ich habe mit einem Lehrer, und zwar war das der Klassenlehrer von der Handelsschule, bis der gestorben ist vor zwei Jahren oder sowas, haben wir uns immer noch getroffen, mit noch einem Klassenkamerad.								
1	00:32:21.00	HH	Ja ich hab ja noch einen Klassenkamerad, der ist jetzt hier … äh … (Vonderstein ?), die Holzhandlung, ist der Mitinhaber.		Schule, Ernährung, Ausbildung, Lehre				87580903#87580897#87580913		
1	00:32:31.00	HH	Ja wir beide haben … äh …								
1	00:32:34.00	HH	ja wir waren auf der KO zusammen und auf Handelsschule auch zusammen.								
1	00:32:38.00	IV	KO heißt?								
1	00:32:39.00	HH	Krupp-Oberrealschule.								
1	00:32:40.00	IV	Ach so, Krupp, mm.								
1	00:32:42.00	HH	Ja, und der Klassenlehrer, das war ein Mann, der sich … äh … für seine Schule, oder sag, für seine Schüler geopfert hat.								
1	00:32:50.00	IV	Ja.								
1	00:32:51.00	HH	Wenn da einer nicht mitkam, da hat er ihn nach Hause bestellt, mit dem gepaukt, bis der auch konnte.								
1	00:32:58.00	HH	Der machte dann zusammen Ferien, dann machte er so Klassenausflüge, dann gingen wir so 14 Tage auf Tour, haben wir vorher so … Lebensmittel gekauft, ich war meistens der Koch, hab dann für die ganze Klasse gekocht, und … der Mann war wirklich gut.								
1	00:33:22.00	IV	Ähm, als Sie dann nach der Ober … nach der Handelsschule ins Berufsleben eintreten wollten oder mussten, ähm, welche Berufe standen Ihnen damals offen, was hatten Sie damals zu überlegen?								
1	00:33:37.00	HH	Ja, ich wollte irgendwie in so kaufmännischen Beruf rein … aber die Auswahl war ja überhaupt nichts.								
1	00:33:45.00	HH	Wir mussten Glück haben, dass wir irgendwie eine Lehrstelle kriegten.								
1	00:33:48.00	IV	Wann waren sie fertig?								
1	00:33:49.00	IV	Das muss so irgendwie …								
1	00:33:50.00	HH	33.								
1	00:33:50.00	IV	33, ja.								
1	00:33:53.00	HH	Da … wie gesagt, wir waren mit … auch dieser Lehrer, der hätte uns dahin geschickt mit doch einem … äh … Klassenkamerad zu dieser Telegrafenunion …								
1	00:34:04.00	HH	Ja, bis die anderen alle was hatten, das dauerte ne Weile.								
1	00:34:08.00	HH	Der eine fing bei (Storp ?) an, der andere fing in so nem (???)geschäft an, jeder musste ja sehen, dass sie was kriegten.								
1	00:34:17.00	IV	Das war bei Ihnen mehr Zufall, dass Sie zur Tele … zum …?								
1	00:34:20.00	HH	Ja.								
1	00:34:20.00	IV	… Journalismus …								
1	00:34:20.00	HH	Ja.								
1	00:34:21.00	IV	… gekommen sind.								
1	00:34:21.00	IV	Sie hätten eigentlich lieber was Kaufmännisches gemacht?		Ausbildung, Lehre, Schule, Gesprächspartikel 2				87580913#87580903#87580914		
1	00:34:23.00	HH	Ich wollte eigentlich so in den kaufmännischen Kram rein.								
1	00:34:25.00	HH	Sie, ich habe immer schon mal so … äh … so eine fixe Idee hatte ich, ich wollte Pressefotograf werden.								
1	00:34:32.00	HH	Ich habe schon so seit meinem zehnten Lebensjahr fotografiere ich, und ich hatte so ne fixe Idee, ich werd jetzt Pressefotograf.								
1	00:34:41.00	HH	Irgendwie so Richtung bin ich ja noch hingekommen da.								
1	00:34:46.00	HH	Aber dass ich da so in die Telegrafenunion reinkam, war reiner Zufall.								
1	00:34:51.00	IV	Und … ähm … man sagt ja so, Ältere überhaupt häufig, Lehrjahre so sind keine Herrenjahre, war das bei Ihnen auch so, oder?								
1	00:35:01.00	HH	Ja, wenn ich das sage.								
1	00:35:02.00	HH	Wenn ich hinterher Lehrjungs bei mir hatte, ich war auch hart, nicht um … äh … denen weh zu tun, sondern, ich habe festgestellt, wenn sie eine harte Lehre hinter sich haben, dann können Sie was dahin.								
1	00:35:15.00	HH	Wo ich früher war, bei der Telegrafenunion, bei vielen Nachrichtendiensten, viel schreiben, viel mit stenografieren und so, geht es … (“Komm mal“? ) … wurde ihm unter die Nase gehalten …								
1	00:35:27.00	IV	Wenn es falsch war, ja.								
1	00:35:27.00	HH	Wenn es falsch war.								
